"Variables","Estimate","Std. Error","t value","Pr(>|t|)","significance"
"CompanyBosch",52740.4074720801,75499.7298732717,0.698550942640541,0.484840652174074,""
"CompanyBose",-2173.68506986024,71743.9447622762,-0.0302978192384424,0.975829831346118,""
"CompanyBoston Consulting Group",99234.2071763339,68864.5017786389,1.44100668142952,0.149598101544967,""
"CompanyBox",119683.394628347,55349.220858394,2.16233205765527,0.0306041437874265,"*"
"CompanyBroadcom",92774.7148945512,55041.2463494155,1.68554894824863,0.0918979611345878,"."
"CompanyBytedance",229155.171844587,56013.147214116,4.09109616655921,4.30983306694509e-05,"***"
"CompanyCa Technologies",145786.328706931,92369.2631339515,1.57829914151763,0.114512365531317,""
"CompanyCadence",15611.3652331235,63046.7842107172,0.247615567210321,0.804434350086472,""
"CompanyCadence Design Systems",20206.5838889134,58625.7328180339,0.344670896509419,0.730345343466912,""
"CompanyCambia Health Solutions",11247.4367692524,75617.8301885827,0.148740538325453,0.88175983823464,""
"CompanyCapgemini",-22252.3277314822,65348.5846030509,-0.340517363408102,0.733470445845696,""
"CompanyCapital One",28368.9642299038,53866.4625527587,0.526653559292448,0.598439901598421,""
"CompanyCarta",114384.355783773,61577.1217563254,1.85757879746991,0.0632432113114312,"."
"CompanyCbs Interactive",-49426.9935369505,75438.0987323456,-0.6551993537419,0.51234677804008,""
"CompanyCenturylink",-75915.9032505625,75558.5022089869,-1.00473012342922,0.315038703437344,""
"CompanyCerner",5134.08558819555,56512.9981481468,0.0908478714000756,0.927614360921753,""
"CompanyCgi",12606.2171227624,71740.2330521828,0.175720325770239,0.860515405440705,""
"CompanyChan Zuckerberg Initiative",54994.7163509341,66849.1438683258,0.822668970290156,0.410705855052147,""
"CompanyCharles Schwab",14928.9509097322,57668.3664822728,0.25887591101304,0.795733589745515,""
"CompanyCharter Communications",-11001.0038690392,92439.8128047048,-0.119007206259501,0.90527081517861,""
"CompanyChegg",17763.9394863625,66811.0454550721,0.265883273721679,0.790331786767845,""
"CompanyChevron",-11730.4563655829,69006.6209302737,-0.169990302487579,0.865019444187536,""
"CompanyChewy",36958.3036582978,61216.4951884714,0.603731127443866,0.546029110172595,""
"CompanyCiena",36256.886543964,92421.6250655079,0.39229873439539,0.694841585818795,""
"CompanyCimpress",1771.0401591133,67062.0462484609,0.0264089788216676,0.978931390192913,""
"CompanyCisco",31277.5274589319,53566.6916027711,0.583898809560116,0.559294832405906,""
"CompanyCitadel",268155.777728273,58043.1408973146,4.61993912773731,3.86192140141841e-06,"***"
"CompanyCiti",12150.7673347362,58549.2844843377,0.207530586270215,0.835597574052167,""
"CompanyCitrix Systems Inc",24537.5315225567,59263.7076433107,0.414039763935126,0.67884932673178,""
"CompanyCloudera",90369.65867628,57561.3619842812,1.56997082002608,0.116437366810954,""
"CompanyCloudflare",85415.215847827,59646.4849887659,1.432024298899,0.152152146577619,""
"CompanyCognizant",-73805.3850380833,60054.2270513647,-1.22897901882839,0.219093809788309,""
"CompanyCohesity",108651.678994394,64028.175345568,1.69693542581821,0.0897240825262417,"."
"CompanyCoinbase",163308.59698297,56171.5996016753,2.90731611955197,0.0036493614176,"**"
"CompanyComcast",40472.2395474669,55810.8202650476,0.725168333940673,0.468357061907615,""
"CompanyCommvault",-67109.2619365734,75399.8663003539,-0.8900448399901,0.373452276652997,""
"CompanyCompass",100218.724023392,57474.5445978521,1.74370627422313,0.0812253428638029,"."
"CompanyConfluent",38541.699839758,92268.5605155497,0.41771216137335,0.676161963792119,""
"CompanyConstant Contact",-32921.6529478964,69073.8650976694,-0.476615184358739,0.63364125975863,""
"CompanyConvoy",18126.3696621222,65323.5613221527,0.277485937619497,0.781409806289483,""
"CompanyCornerstone Ondemand",42083.1527217335,67091.511667075,0.627250030235727,0.530502353846899,""
"CompanyCostar Group",2580.32752474479,68944.848492724,0.0374259655529898,0.970145734854898,""
"CompanyCoupang",96966.8380515232,66847.4420518102,1.45056916278665,0.146915200260517,""
"CompanyCoursera",64232.0722218635,75354.1921208294,0.852402108151705,0.394000930043388,""
"CompanyCox Automotive",11272.4229919874,61772.4641870818,0.182482974256105,0.855205522920966,""
"CompanyCredit Karma",108534.433058704,57814.3091551873,1.87729360853161,0.0604920825748932,"."
"CompanyCredit Suisse",-7200.1028491171,92355.8717720692,-0.0779604232082469,0.937860297345161,""
"CompanyCriteo",56414.9814130427,77346.3481196269,0.729381319022187,0.465776792864569,""
"CompanyCrowdstrike",32713.8586356116,65311.9619161674,0.500886172698382,0.616456623708199,""
"CompanyCruise",144686.244020875,54956.6062633918,2.63273615054456,0.00847637636752153,"**"
"CompanyDatabricks",113472.75443732,61008.7904790013,1.85994106007357,0.062908208355158,"."
"CompanyDatadog",96902.6455256809,61060.192951298,1.5870019540058,0.112527658138397,""
"CompanyDell",2758.00467475265,54809.9563156135,0.0503194101975044,0.959868347554613,""
"CompanyDeloitte",674.200496066214,54462.2528969614,0.0123792252469201,0.990123180288244,""
"CompanyDeutsche Bank",10881.7932082159,119184.378839476,0.0913021766289691,0.927253382505399,""
"CompanyDigitalocean",27691.1142384598,66889.3976377125,0.413983609008425,0.67889045123693,""
"CompanyDish Network",-21969.2830170681,71754.7482378057,-0.306171836102869,0.759476930778718,""
"CompanyDisney",18243.4989845456,55670.1794302509,0.327706847207181,0.743136679417408,""
"CompanyDocker",92997.1005582236,65346.7461747569,1.42313284137394,0.154712899922667,""
"CompanyDocusign",84124.663827648,56389.3692999887,1.49185324950362,0.13575304156123,""
"CompanyDoordash",221317.40174184,55718.24699583,3.97208120633091,7.14913726800745e-05,"***"
"CompanyDrift.Com",1273.56527815514,71738.5409125613,0.0177528740054446,0.985836173062057,""
"CompanyDropbox",156500.81958011,54174.0509737806,2.88885207524639,0.00387056709389958,"**"
"CompanyEbay",55433.7524386339,53950.6740161997,1.02748952537625,0.304202164428799,""
"CompanyElastic",30495.2952042637,81550.6241400172,0.373943124603256,0.708450506886762,""
"CompanyElectronic Arts",64300.5649414965,60029.4774655906,1.0711498359844,0.284114700604815,""
"CompanyElsevier",17275.7898098572,81884.9219526516,0.210976445942595,0.832907752633096,""
"CompanyEpam",-57671.531345938,56876.6822656543,-1.01397495508917,0.310606695864656,""
"CompanyEpic",48937.1945300547,57167.172229776,0.856036648679385,0.391987535195237,""
"CompanyEricsson",-51526.3268885659,63131.5706459293,-0.816173688716682,0.414410306870375,""
"CompanyErnst And Young",17144.9819051871,57063.5463676309,0.300454195305894,0.763833783411045,""
"CompanyEsri",22788.2217997566,67257.1618131196,0.338822233728445,0.734747128607669,""
"CompanyEtsy",76397.1070911636,62325.0686493246,1.22578456384888,0.220293869135882,""
"CompanyEvernote",38842.2006162324,66852.0894223863,0.581017002637251,0.561235395540812,""
"CompanyExpedia",17247.5829604639,54079.1458304709,0.318932237105448,0.749781154561648,""
"CompanyExperian",55161.8279041678,81427.12712356,0.677437972488746,0.498135773862025,""
"CompanyExxonmobil",-13501.0235755502,61758.7369990518,-0.218609126928187,0.82695672333361,""
"CompanyEy",4292.10893656882,59308.0054250223,0.0723698075126628,0.94230831941839,""
"CompanyF5 Networks",-1618.70719686338,59982.2706110423,-0.0269864274955505,0.978470822624602,""
"CompanyFacebook",188520.694327346,53516.0679191748,3.52269330796255,0.000428116460306523,"***"
"CompanyFactset",26632.8606860911,63959.4671862813,0.416402166211347,0.677120112381171,""
"CompanyFannie Mae",9573.69450802417,69066.0386009229,0.138616528498802,0.889754546026752,""
"CompanyFeedzai",30727.2204770256,72049.8721379243,0.426471547627521,0.669768763922251,""
